Recording	Participant	Timeline	TOI	Interval	Media	AOI	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
0_Leonard_Kreil	Leonard_Kreil	Timeline1	Entire Recording	1	aufgabenstellung,default,semmel	preparation_time	Escape	650	325	207	443	2	66661	207	picture		2,93408	650	325	207	443	2	66661	207	2,93408	667	667	667	667	1	66661	667	710	710	710	710	1	66618	710	0			0			1	66618	67328	359,11													
0_Leonard_Kreil	Leonard_Kreil	Timeline1	Entire Recording	1	aufgabenstellung,default,semmel	rating	Escape	1900	271	140	433	7	62548	287	picture		2,77986	1900	271	140	433	7	62548	287	2,77986	1950	390	283	607	5	62548	287	2110	422	313	617	5	62505	330	0			0			2	62505	62835	374,4													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	ingredients		7870	291	63	1543	27	4735	117	preparation_text	preparation_text	2,58442	7543	302	63	1543	25	4735	117	2,58477	11412	11412	11412	11412	1	4735	11412	11478	11478	11478	11478	1	4669	11478	0			0			22	4669	16147	576,31													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	picture		3793	237	143	413	16	419	170	preparation_text	preparation_text	2,6034	3793	237	143	413	16	419	170	2,6034	4250	4250	4250	4250	1	419	4250	4293	4293	4293	4293	1	375	4293	0			0			15	375	4669	363,63													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	preparation_text		15263	191	60	523	80	16180	153	preparation_text	preparation_text	2,68043	15160	192	60	523	79	16180	153	2,68085	18819	18819	18819	18819	1	16180	18819	18853	18853	18853	18853	1	16147	18853	0			0			65	16147		284,4													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	preparation_time		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	arab_pizza	1	pizza	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	ingredients		11060	226	73	493	49	2369	120	preparation_text	preparation_text	2,55465	10287	239	97	493	43	2369	120	2,55226	15822	5274	120	15095	3	2369	120	15992	5331	170	15148	3	2319	170	0			0			38	2319	2489	457,21													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	picture		2213	170	93	343	13	326	177	preparation_text	preparation_text	2,73957	2213	170	93	343	13	326	177	2,73957	2610	1305	617	1993	2	326	1993	2680	1340	677	2003	2	316	2003	0			0			10	2489	2319	460,43													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	preparation_text		13362	191	32	417	70	18548	183	preparation_text	preparation_text	2,6645	13330	193	60	417	69	18548	183	2,66464	15619	7809	493	15126	2	18548	493	15662	7831	513	15149	2	18528	513	0			0			64	18528	19041	60,61													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	preparation_time		167	167	167	167	1	18361	167	preparation_text	preparation_text	2,58117	167	167	167	167	1	18361	167	2,58117	167	167	167	167	1	18361	167	213	213	213	213	1	18314	213	0			0			0	18314	18528	379,86													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	chilli	1	chili	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	calories		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	duration		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	easiness		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	ingredients		11503	226	77	507	51	2901	133	picture	picture	2,66379	11503	226	77	507	51	2901	133	2,66379	12597	1575	133	5217	8	2901	133	12997	1625	193	5280	8	2841	193	0			0			41	2841	3035	520,36													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	picture		4892	196	73	330	25	405	177	picture	picture	2,65307	4733	197	73	330	24	405	177	2,64899	5462	910	207	2437	6	405	2437	5769	961	257	2483	6	358	2483	0			0			19	358	2841	358,98													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	preparation_text		11287	205	67	450	55	20215	137	picture	picture	2,63913	11077	209	67	450	53	20215	137	2,63797	13310	6655	387	12923	2	20215	12923	13390	6695	437	12953	2	20185	12953	0			0			46	33621	33138	498,53													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	preparation_time		393	131	93	157	3	265	93	picture	picture	2,63033	393	131	93	157	3	265	93	2,63033	393	131	93	157	3	265	93	463	154	113	183	3	245	113	0			0			0	245	358	73,83													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	glasnudeln	1	glasnudel	rating		557	186	143	233	3	12421	143	picture	picture	2,73905	557	186	143	233	3	12421	143	2,73905	587	293	180	407	2	12421	407	667	333	233	433	2	12395	433	0			0			1	12395	12828	136,21													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	calories		0				0			rating	rating		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	duration		0				0			rating	rating		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	easiness		0				0			rating	rating		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	ingredients		7683	213	77	453	36	608	160	rating	rating	2,59698	7023	207	77	453	34	608	160	2,59443	9490	2373	303	7363	4	608	303	9640	2410	360	7410	4	552	360	0			0			29	552	912	498,66													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	picture		2407	201	120	377	12	422	130	rating	rating	2,67036	2407	201	120	377	12	422	130	2,67036	2817	939	130	2543	3	422	130	2963	988	170	2603	3	382	170	0			0			8	382	552	308,66													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	preparation_text		17080	194	67	413	88	11302	123	rating	rating	2,65641	16740	192	67	413	87	11302	123	2,65562	20420	10210	1200	19220	2	11302	19220	20467	10233	1223	19243	2	11278	19243	0			0			74	11278	30522	108,09													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	preparation_time		330	165	137	193	2	11142	137	rating	rating	2,73208	330	165	137	193	2	11142	137	2,73208	330	165	137	193	2	11142	137	403	202	160	243	2	11118	160	0			0			0	11118	11278	100,98													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	gratine	1	gratin	rating		325	162	147	178	2	34665	147	rating	rating	2,71898	147	147	147	147	1	34665	147	2,70581	352	352	352	352	1	34665	352	382	382	382	382	1	34635	382	0			0			1	34635		232,1													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	ingredients		9007	257	97	607	35	3261	97	preparation_text	preparation_text	2,56862	9007	257	97	607	35	3261	97	2,56862	10010	10010	10010	10010	1	3261	10010	10077	10077	10077	10077	1	3194	10077	0			0			31	3194	13271	537,84													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	picture		2260	226	110	490	10	417	123	preparation_text	preparation_text	2,59267	2260	226	110	490	10	417	123	2,59267	2557	1278	123	2433	2	417	123	2630	1315	167	2463	2	374	167	0			0			7	374	541	355,56													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	preparation_text		17642	198	67	503	89	13544	220	preparation_text	preparation_text	2,68369	17490	199	67	503	88	13544	220	2,68403	21456	21456	21456	21456	1	13544	21456	21482	21482	21482	21482	1	13517	21482	0			0			76	13517		158,34													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	preparation_time		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hack	1	nudelhack	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	ingredients		11557	263	83	920	44	432	110	preparation_text	preparation_text	2,55879	11557	263	83	920	44	432	110	2,55879	12940	4313	280	11403	3	432	280	13127	4376	333	11473	3	379	333	0			0			35	379	712	278,33													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	picture		3397	200	103	387	17	765	103	preparation_text	preparation_text	2,6231	3397	200	103	387	17	765	103	2,6231	3910	3910	3910	3910	1	765	3910	3963	3963	3963	3963	1	712	3963	0			0			16	712	4675	438,04													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	preparation_text		14311	193	11	467	74	16185	140	preparation_text	preparation_text	2,63822	14300	196	60	467	73	16185	140	2,6382	17425	8712	5710	11714	2	16185	5710	17531	8766	5747	11784	2	16149	5747	0			0			61	16149	21895	284,8													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	preparation_time		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	hawai	1	hawaii	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	ingredients		10693	306	73	780	35	3342	190	preparation_text	preparation_text	2,48	10693	306	73	780	35	3342	190	2,48	11827	11827	11827	11827	1	3342	11827	11937	11937	11937	11937	1	3232	11937	0			0			30	3232	15169	457,26													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	picture		2337	195	113	370	12	499	200	preparation_text	preparation_text	2,56485	2337	195	113	370	12	499	200	2,56485	2733	2733	2733	2733	1	499	2733	2787	2787	2787	2787	1	446	2787	0			0			10	446	3232	440,96													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	preparation_text		16271	206	67	780	79	15209	150	preparation_text	preparation_text	2,562	16187	208	67	780	78	15209	150	2,56174	19791	19791	19791	19791	1	15209	19791	19831	19831	19831	19831	1	15169	19831	0			0			66	15169		264,46													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	preparation_time		110	110	110	110	1	336	110	preparation_text	preparation_text	2,52804	110	110	110	110	1	336	110	2,52804	110	110	110	110	1	336	110	143	143	143	143	1	302	143	0			0			0	302	446	159,05													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	indi_curry	1	curry	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	ingredients		16600	302	63	987	55	232	80	preparation_text	preparation_text	2,62003	15143	315	63	987	48	232	80	2,61894	18750	9375	1070	17680	2	232	1070	18830	9415	1110	17720	2	192	1110	0			0			42	192	1302	337,91													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	picture		293	98	87	113	3	1362	113	preparation_text	preparation_text	2,6975	293	98	87	113	3	1362	113	2,6975	357	357	357	357	1	1362	357	417	417	417	417	1	1302	417	0			0			2	1302		437,31													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	preparation_text		10078	194	80	407	52	23055	297	preparation_text	preparation_text	2,63439	9987	196	80	407	51	23055	297	2,63463	11945	11945	11945	11945	1	23055	11945	11971	11971	11971	11971	1	23028	11971	0			0			47	23028		127,45													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	preparation_time		2153	179	87	367	12	19685	153	preparation_text	preparation_text	2,6348	2153	179	87	367	12	19685	153	2,6348	2643	1322	367	2277	2	19685	2277	2697	1348	390	2307	2	19655	2307	0			0			8	22515	21962	131,05													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	schweinebraten	1	braten	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	calories		320	160	153	167	2	28961	153	picture	picture	2,69266	320	160	153	167	2	28961	153	2,69266	343	343	343	343	1	28961	343	370	370	370	370	1	28935	370	0			0			1	28935	29305	116,74													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	duration		0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	easiness		440	220	153	287	2	29638	153	picture	picture	2,67818	440	220	153	287	2	29638	153	2,67818	440	220	153	287	2	29638	153	497	248	183	313	2	29608	183	0			0			0	29608	29791	162,81													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	ingredients		5757	221	73	583	26	265	73	picture	picture	2,64764	5757	221	73	583	26	265	73	2,64764	6360	1590	353	2897	4	265	2523	6513	1628	393	2910	4	231	2557	0			0			21	231	2788	129,47													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	picture		3942	197	93	293	20	2841	173	picture	picture	2,66883	3720	196	93	293	19	2841	173	2,67221	4365	873	160	2527	5	2841	887	4585	917	180	2577	5	2788	940	0			0			15	2788	10521	420,37													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	preparation_text		18203	214	67	637	85	7008	143	picture	picture	2,67602	18047	215	67	637	84	7008	143	2,67516	21257	10628	3093	18163	2	7008	3093	21320	10660	3117	18203	2	6985	3117	0			0			75	6985	10101	64,48													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	preparation_time		203	203	203	203	1	6781	203	picture	picture	2,6549	203	203	203	203	1	6781	203	2,6549	203	203	203	203	1	6781	203	237	237	237	237	1	6748	237	0			0			0	6748	6985	205,48													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	semmeln	1	semmel	rating		260	260	260	260	1	29348	260	picture	picture	2,64577	260	260	260	260	1	29348	260	2,64577	260	260	260	260	1	29348	260	303	303	303	303	1	29305	303	0			0			0	29305	29608	180,34													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	ingredients		3813	293	83	827	13	528	143	preparation_text	preparation_text	2,56236	3813	293	83	827	13	528	143	2,56236	4133	2067	143	3990	2	528	143	4240	2120	197	4043	2	475	197	0			0			10	475	672	460,19													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	picture		1717	191	87	333	9	388	87	preparation_text	preparation_text	2,62778	1717	191	87	333	9	388	87	2,62778	1937	968	87	1850	2	388	87	1980	990	110	1870	2	365	110	0			0			7	915	475	99,89													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	preparation_text		23191	219	67	617	106	7018	343	preparation_text	preparation_text	2,63258	22770	219	67	617	104	7018	343	2,63209	27981	27981	27981	27981	1	7018	27981	28005	28005	28005	28005	1	6995	28005	0			0			91	6995		94,37													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	preparation_time		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	spaghettis	1	spaghetti	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		320	160	153	167	2	96425	153	preparation_text		2,69266	320	160	153	167	2	96425	153	2,69266	343	343	343	343	1	96425	343	370	370	370	370	1	96399	370	0			0			1	96399	96769	116,74													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		440	220	153	287	2	97102	153	preparation_text		2,67818	440	220	153	287	2	97102	153	2,67818	440	220	153	287	2	97102	153	497	248	183	313	2	97072	183	0			0			0	97072	97255	162,81													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
