Recording	Participant	Timeline	TOI	Interval	Media	AOI	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	hawai	1	hawaii	preparation_text		2693	269	150	563	10	23319	473	ingredients	ingredients	2,5364	2693	269	150	563	10	23319	473	2,5364	2863	716	433	1137	4	23319	473	3003	751	480	1173	4	23305	487	0			0			6	23305	25792	37,3													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	hawai	1	hawaii	preparation_time		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	hawai	1	hawaii	rating		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	calories		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	duration		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	easiness		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	ingredients		29184	436	63	2117	67	406	253	ingredients	ingredients	2,59148	28717	442	63	2117	65	406	253	2,59232	32191	16095	253	31938	2	406	253	32264	16132	310	31954	2	349	310	0			0			59	349	659	337,45													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	picture		1917	213	133	313	9	726	167	ingredients	ingredients	2,53081	1917	213	133	313	9	726	167	2,53081	2170	2170	2170	2170	1	726	2170	2237	2237	2237	2237	1	659	2237	0			0			8	659		421,21													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	preparation_text		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	preparation_time		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	indi_curry	1	curry	rating		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	calories		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	duration		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	easiness		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	ingredients		29408	535	28	2467	55	408	173	ingredients	ingredients	2,55738	29380	544	160	2467	54	408	173	2,55737	30711	15356	893	29818	2	408	893	30851	15426	957	29895	2	345	957	0			0			51	345	1302	258,57													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	picture		3333	256	150	627	13	1395	253	ingredients	ingredients	2,64805	3333	256	150	627	13	1395	253	2,64805	3710	3710	3710	3710	1	1395	3710	3803	3803	3803	3803	1	1302	3803	0			0			12	1302	5105	367,56													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	preparation_text		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	preparation_time		345	345	345	345	1	0	345	ingredients	ingredients	2,55148	0				0				345	345	345	345	1	0	345	345	345	345	345	1	0	345	0			0			0		345														
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	schweinebraten	1	braten	rating		0				0			ingredients	ingredients		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	ingredients		19243	385	77	1077	50	460	147	preparation_text	preparation_text	2,65662	19243	385	77	1077	50	460	147	2,65662	21218	3536	380	8043	6	460	1033	21635	3606	430	8110	6	400	1093	0			0			41	400	1493	264,34													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	picture		923	185	147	227	5	1570	147	preparation_text	preparation_text	2,66307	923	185	147	227	5	1570	147	2,66307	1007	336	177	603	3	1570	603	1263	421	287	680	3	1493	680	0			0			2	1493	2173	396,37													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	preparation_text		7605	272	140	700	28	24001	370	preparation_text	preparation_text	2,56849	7363	273	140	700	27	24001	370	2,56813	8395	2099	633	5932	4	24001	713	8605	2151	673	5995	4	23981	733	0			0			24	25578	24715	429,71													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	preparation_time		493	247	190	303	2	26808	303	preparation_text	preparation_text	2,57209	493	247	190	303	2	26808	303	2,57209	517	517	517	517	1	26808	517	543	543	543	543	1	26781	543	0			0			1	26781	27325	65,68													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	semmeln	1	semmel	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	calories		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	duration		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	easiness		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	ingredients		13607	296	83	1133	46	2125	167	preparation_text	preparation_text	2,53374	13607	296	83	1133	46	2125	167	2,53374	14860	1486	150	4190	10	2125	1490	15403	1540	180	4273	10	2059	1557	0			0			33	2059	3615	388,47													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	picture		3099	310	110	990	10	0	202	preparation_text	preparation_text	2,54847	2897	322	110	990	9	419	110	2,55321	3255	651	202	1640	5	0	202	3509	702	202	1693	5	0	202	0			0			5	365	202	373,59													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	preparation_text		9148	261	134	700	35	13672	277	preparation_text	preparation_text	2,43679	9013	265	137	700	34	13672	277	2,43678	10284	2571	277	5484	4	13672	277	10491	2623	320	5554	4	13629	320	0			0			30	13629	13949	195,16													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	preparation_time		2330	333	163	513	7	13972	247	preparation_text	preparation_text	2,44157	2330	333	163	513	7	13972	247	2,44157	2443	814	677	947	3	13972	677	2533	844	700	987	3	13949	700	0			0			4	13949	14649	71,23													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	spaghettis	1	spaghetti	rating		0				0			preparation_text	preparation_text		0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		19243	385	77	1077	50	75856	147	picture		2,65662	19243	385	77	1077	50	75856	147	2,65662	21218	3536	380	8043	6	75856	1033	21635	3606	430	8110	6	75796	1093	0			0			41	75796	76890	264,34													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		29408	535	28	2467	55	113822	173	picture		2,55738	29380	544	160	2467	54	113822	173	2,55737	30711	15356	893	29818	2	113822	893	30851	15426	957	29895	2	113758	957	0			0			51	113758	114715	258,57													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		13607	296	83	1133	46	343605	167	picture		2,53374	13607	296	83	1133	46	343605	167	2,53374	14860	1486	150	4190	10	343605	1490	15403	1540	180	4273	10	343538	1557	0			0			33	343538	345095	388,47													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		29335	391	77	1087	75	265413	265	picture		2,62089	29070	393	77	1087	74	265847	83	2,62057	31412	7853	83	30637	4	265413	265	31602	7900	127	30707	4	265413	265	0			0			66	265804	265677	219,84													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		28702	504	77	1997	57	227822	143	picture		2,59826	27880	516	143	1997	54	227822	143	2,59739	31321	10440	143	17792	3	227822	143	31457	10486	200	17862	3	227766	200	0			0			50	227766	227966	269,35													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		26018	400	113	1880	65	151788	390	picture		2,54728	25323	402	113	1880	63	151788	390	2,54693	28248	3531	250	20193	8	151788	390	28645	3581	280	20277	8	151728	450	0			0			54	151728	152178	283,88													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		29914	440	83	1353	68	381591	283	picture		2,59603	29810	445	83	1353	67	381591	283	2,59575	32584	16292	13437	19147	2	381591	13437	32694	16347	13497	19197	2	381531	13497	0			0			60	381531	395028	313,78													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		27030	334	107	937	81	303734	113	picture		2,54237	26857	336	107	937	80	303734	113	2,54275	30034	3754	180	13433	8	303734	270	30457	3807	240	13450	8	303684	320	0			0			67	303684	304004	164,9													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		29184	436	63	2117	67	189819	253	picture		2,59148	28717	442	63	2117	65	189819	253	2,59232	32191	16095	253	31938	2	189819	253	32264	16132	310	31954	2	189762	310	0			0			59	189762	190072	337,45													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		25110	354	63	1450	71	418932	273	picture		2,60857	24780	359	150	1450	69	418932	273	2,60948	27093	3870	170	22250	7	418932	22250	27477	3925	187	22310	7	418872	22310	0			0			59	418872	441182	398,5													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		923	185	147	227	5	76966	147	picture		2,66307	923	185	147	227	5	76966	147	2,66307	1007	336	177	603	3	76966	603	1263	421	287	680	3	76890	680	0			0			2	76890	77570	396,37													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3333	256	150	627	13	114808	253	picture		2,64805	3333	256	150	627	13	114808	253	2,64805	3710	3710	3710	3710	1	114808	3710	3803	3803	3803	3803	1	114715	3803	0			0			12	114715	118518	367,56													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3099	310	110	990	10	341479	202	picture		2,54847	2897	322	110	990	9	341898	110	2,55321	3255	651	202	1640	5	341479	202	3509	702	202	1693	5	341479	202	0			0			5	341845	341681	373,59													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2037	255	137	443	8	265987	140	picture		2,60244	2037	255	137	443	8	265987	140	2,60244	2257	1128	527	1730	2	265987	1730	2333	1167	547	1787	2	265931	1787	0			0			6	265931	267717	397,51													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2430	270	137	453	9	228032	257	picture		2,68329	2430	270	137	453	9	228032	257	2,68329	2660	2660	2660	2660	1	228032	2660	2727	2727	2727	2727	1	227966	2727	0			0			8	227966		433,82													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		980	196	147	260	5	152242	147	picture		2,55647	980	196	147	260	5	152242	147	2,55647	1107	1107	1107	1107	1	152242	1107	1170	1170	1170	1170	1	152178	1170	0			0			4	152178	153349	414,49													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1680	210	123	300	8	379871	127	picture		2,61943	1680	210	123	300	8	379871	127	2,61943	1877	938	217	1660	2	379871	1660	1990	995	270	1720	2	379811	1720	0			0			6	379811	381531	426,39													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3152	210	107	450	15	303479	205	picture		2,54717	2947	210	107	450	14	304074	150	2,5512	3412	569	205	960	6	303479	205	3679	613	205	1010	6	303479	205	0			0			9	304004	303684	438,84													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1917	213	133	313	9	190139	167	picture		2,53081	1917	213	133	313	9	190139	167	2,53081	2170	2170	2170	2170	1	190139	2170	2237	2237	2237	2237	1	190072	2237	0			0			8	190072		421,21													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2624	219	87	557	12	417818	150	picture		2,58217	2290	229	113	557	10	417818	150	2,58515	2850	570	87	1053	5	417818	1053	3030	606	87	1113	5	417758	1113	0			0			7	417758	418872	366,86													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		7605	272	140	700	28	99398	370	picture		2,56849	7363	273	140	700	27	99398	370	2,56813	8395	2099	633	5932	4	99398	713	8605	2151	673	5995	4	99378	733	0			0			24	100975	100112	429,71													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		9148	261	134	700	35	355151	277	picture		2,43679	9013	265	137	700	34	355151	277	2,43678	10284	2571	277	5484	4	355151	277	10491	2623	320	5554	4	355108	320	0			0			30	355108	355428	195,16													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		2693	269	150	563	10	174732	473	picture		2,5364	2693	269	150	563	10	174732	473	2,5364	2863	716	433	1137	4	174732	473	3003	751	480	1173	4	174719	487	0			0			6	174719	177205	37,3													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		0				0			picture			0				0				0				0			0				0			0			0			0																
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		1957	280	157	370	7	444995	230	picture		2,54918	1957	280	157	370	7	444995	230	2,54918	2080	693	230	1390	3	444995	230	2227	742	280	1433	3	444945	280	0			0			4	444945	445225	167,01													
13_Pechtl_Fabian	Pechtl_Fabian	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		493	247	190	303	2	102205	303	picture		2,57209	493	247	190	303	2	102205	303	2,57209	517	517	517	517	1	102205	517	543	543	543	543	1	102178	543	0			0			1	102178	102722	65,68													
